OID_,field_1,ID2,lat,long,el,Aspect,Profilecurv,Tangentialc,Slope,PNWSRTMDEM,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey
11,251,70380081,45.490310278000003,-122.748134719999996,.,211.480743410000002,0.000791090800000,-0.000567839400000,7.321132659900000,83.000000000000000,61432.0000000,,61432,,16C,"Delena silt loam, 3 to 12 percent slopes",,8.0000000,8.0000000,,23,23,None,None,0,5.0000000,10.0000000,12.9600000,14.9600000,Poorly drained,Poorly drained,D,,90,4,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Moderate,90,1.0000000,61432,,,90,,Delena,Series,Yes,,,3.0000000,8.0000000,12.0000000,,,,,4,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,76.0000000,252.0000000,427.0000000,113,225,338,swales,0.1600000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,4,w,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Low,High,"Fine-silty, mixed, mesic Humic Fragiaquepts",Inceptisols,Aquepts,Fragiaquepts,Humic Fragiaquepts,fine-silty,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61432,20855329
12,300,71720072,45.457253000000001,-122.674974000000006,.,75.098114014000004,0.001769154700000,-0.001711714700000,4.519533634200000,146.000000000000000,61867.0000000,,61867,,7B,"Cascade silt loam, 3 to 8 percent slopes",,6.0000000,6.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,,,90,,Cascade,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,,,,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61867,20854384
13,303,71825898,45.548788889000001,-122.490841669999995,.,57.555755615000002,-0.001193342400000,0.000144894000000,3.232470989200000,18.000000000000000,61815.0000000,,61815,,36A,"Quafeno loam, 0 to 3 percent slopes",,2.0000000,2.0000000,165,76,76,None,None,0,4.2600002,8.5200005,16.9400005,24.9400005,Moderately well drained,Moderately well drained,C,2,90,2,90,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0360000,Slight,1,0.8580000,61815,,,1,,Sauvie,Series,No ,,,0.0000000,1.0000000,2.0000000,,,,,5,48,6,,,,,Yes,Poorly drained,3.0000000,5.0000000,6.0000000,,,,flood plains,0.2300000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,6,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Fluvaquentic Haplaquolls",Mollisols,Aquolls,Haplaquolls,Fluvaquentic Haplaquolls,fine-silty,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,61815,20854495
14,309,71979089,45.336908000000001,-122.693330000000003,.,205.342742920000006,0.001786755400000,0.000776428600000,5.291225433300000,229.000000000000000,61723.0000000,,61723,,78C,"Saum silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,127,,,None,None,0,4.9499998,9.6999998,17.5000000,21.2800007,Well drained,Well drained,C,2,80,2,80,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0480000,Severe,0,0.6330000,61723,,,80,,Saum,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,3,48,6,,,,,No,Well drained,76.0000000,160.0000000,244.0000000,315,135,315,hillslopes,0.2300000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,2,e,,2,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine, mixed, mesic Typic Xerumbrepts",Inceptisols,Umbrepts,Xerumbrepts,Typic Xerumbrepts,fine,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61723,20855811
15,310,72022600,45.447609000000000,-122.689683000000002,.,301.662811280000028,0.003102889100000,0.000980632300000,4.965137004900000,82.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
16,311,72065430,45.371138889000001,-122.615161110000003,.,48.595012664999999,0.000929306000000,-0.000679613400000,14.050400734000000,40.000000000000000,61753.0000000,,61753,,92F,"Xerochrepts and Haploxerolls, very steep",,40.0000000,40.0000000,,107,137,None,None,0,4.6799998,8.6499996,16.5900002,24.2000008,Well drained,Well drained,B,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61753,,,35,,Haploxerolls,Taxon above family,Yes,,,20.0000000,40.0000000,60.0000000,,,,,5,48,6,,,,,No,Well drained,15.0000000,160.0000000,305.0000000,315,135,315,terraces,,0.2300000,,10.0000000,11.0000000,12.0000000,1016,1270,1524,,,,165,188,210,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Moderate,High,Mesic Haploxerolls,Mollisols,Xerolls,Haploxerolls,,not used,,,not used,not used,,mesic,,,,,,,,N/A,N/A,,,,,61753,20855857
17,320,72231921,45.460527999999996,-122.738275000000002,.,104.502311710000001,-0.004286327900000,-0.000379384300000,3.779308319100000,100.000000000000000,61870.0000000,,61870,,7E,"Cascade silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61870,,,85,,Cascade,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,158,225,293,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,6,e,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61870,20854387
18,321,72288005,45.551028971999997,-122.616241970000004,.,262.424743649999982,-0.000953851900000,0.000357485600000,0.975513935100000,78.000000000000000,61846.0000000,,61846,,52A,"Urban land-Multnomah complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.9000001,9.3999996,18.2600002,20.2600002,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0240000,Not rated,0,1.0000000,61846,,,40,,Multnomah,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,3,56,5,,,,,No,Well drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,3,s,,3,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61846,20854322
19,322,72340913,45.296822044999999,-121.784687640000001,.,53.753463744999998,0.006032717900000,0.003283536100000,15.202713013000000,1255.000000000000000,2595838.0000000,,2595838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2595838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2595838,21831339
20,323,72340914,45.296822044999999,-121.784687640000001,.,53.753463744999998,0.006032717900000,0.003283536100000,15.202713013000000,1255.000000000000000,2595838.0000000,,2595838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,2595838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,2595838,21831339
21,328,72544980,45.473250927999999,-122.424381900000000,.,109.907226559999998,0.002505826100000,0.003626170300000,7.009385585800000,279.000000000000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385
22,335,72728549,45.481484006000002,-122.460056350000002,.,31.939611435000000,-0.004483056300000,-0.001172351300000,8.665785789499999,108.000000000000000,61854.0000000,,61854,,55,Wapato silt loam,,2.0000000,2.0999999,,15,15,Frequent,Frequent,93,4.2700000,8.5100002,16.4300003,21.5400009,Poorly drained,Poorly drained,C/D,3,90,3,91,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Slight,93,1.0000000,61854,,,1,,Wollent,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,5,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,61.0000000,92.0000000,122.0000000,,,,terraces,0.1600000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, nonacid, mesic Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,fine-silty,,,nonacid,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61854,20854348
23,336,72729701,45.478589284000002,-122.457601949999997,.,122.052314760000002,0.000882645900000,-0.000476566600000,3.632025957100000,119.000000000000000,61854.0000000,,61854,,55,Wapato silt loam,,2.0000000,2.0999999,,15,15,Frequent,Frequent,93,4.2700000,8.5100002,16.4300003,21.5400009,Poorly drained,Poorly drained,C/D,3,90,3,91,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Slight,93,1.0000000,61854,,,1,,Wollent,Series,No ,,,0.0000000,2.0000000,3.0000000,,,,,5,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,61.0000000,92.0000000,122.0000000,,,,terraces,0.1600000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, nonacid, mesic Typic Humaquepts",Inceptisols,Aquepts,Humaquepts,Typic Humaquepts,fine-silty,,,nonacid,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61854,20854348
24,337,72860248,45.595605556000002,-122.786769440000000,.,38.015796661000003,-0.002809065400000,-0.005326581200000,22.472505568999999,81.000000000000000,61855.0000000,,61855,,56E,"Wauld very gravelly loam, 30 to 70 percent slopes",,50.0000000,50.0000000,79,,,None,None,0,4.0100002,6.0100002,8.3299999,8.3299999,Well drained,Well drained,C,,80,7,80,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61855,,,80,,Wauld,Series,Yes,,,30.0000000,50.0000000,70.0000000,,,,,2,0,8,,,,,No,Well drained,76.0000000,191.0000000,305.0000000,338,68,158,mountains,0.1600000,0.1600000,0.2300000,10.0000000,11.0000000,11.0000000,1524,1651,1778,,,,145,173,200,7,s,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Low,Moderate,"Loamy-skeletal, mixed, mesic Typic Haplumbrepts",Inceptisols,Umbrepts,Haplumbrepts,Typic Haplumbrepts,loamy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61855,20854351
25,338,72905217,45.507138828999999,-122.627643250000006,.,183.333724980000000,-0.001986753700000,-0.001532582600000,1.994600772900000,47.000000000000000,61842.0000000,,61842,,51A,"Urban land-Latourell complex, 0 to 3 percent slopes",,2.0000000,2.0000000,,,,None,None,0,4.5000000,9.0000000,18.0000000,26.1200008,,Well drained,,,50,8,50,Not rated,Not rated,Not limited,Not rated,Not rated,Not rated,Very limited,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,0.0160000,Not rated,0,0.1070000,61842,,,40,,Latourell,Series,Yes,,,0.0000000,2.0000000,3.0000000,,,,,4,56,5,,,,,No,Well drained,15.0000000,69.0000000,122.0000000,,,,terraces,0.2300000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1270,1524,,,,165,188,210,1,,,1,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,Low,"Fine-loamy, mixed, mesic Ultic Haploxeralfs",Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61842,20854314
26,345,73051714,45.477837905000001,-122.457855870000003,.,221.483871459999989,0.002007830000000,0.000709312900000,1.975662350700000,124.000000000000000,61867.0000000,,61867,,7B,"Cascade silt loam, 3 to 8 percent slopes",,6.0000000,6.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,,,90,,Cascade,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,,,,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61867,20854384
27,349,73140023,45.540166929999998,-122.723162630000004,.,31.712198257000001,-0.000427351000000,-0.000664142300000,9.774417877199999,84.000000000000000,61855.0000000,,61855,,56E,"Wauld very gravelly loam, 30 to 70 percent slopes",,50.0000000,50.0000000,79,,,None,None,0,4.0100002,6.0100002,8.3299999,8.3299999,Well drained,Well drained,C,,80,7,80,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61855,,,80,,Wauld,Series,Yes,,,30.0000000,50.0000000,70.0000000,,,,,2,0,8,,,,,No,Well drained,76.0000000,191.0000000,305.0000000,338,68,158,mountains,0.1600000,0.1600000,0.2300000,10.0000000,11.0000000,11.0000000,1524,1651,1778,,,,145,173,200,7,s,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Low,Moderate,"Loamy-skeletal, mixed, mesic Typic Haplumbrepts",Inceptisols,Umbrepts,Haplumbrepts,Typic Haplumbrepts,loamy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61855,20854351
28,358,73458585,45.337791666999998,-122.591841669999994,.,136.797103880000009,-0.000082885600000,-0.000734610000000,1.513134241100000,138.000000000000000,61656.0000000,,61656,,45B,"Jory silty clay loam, 2 to 8 percent slopes",,5.0000000,5.0000000,,,,None,None,0,5.0000000,9.3199997,17.3199997,25.3199997,Well drained,Well drained,C,2,90,2,90,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,0.2960000,61656,,,90,,Jory,Series,Yes,,,2.0000000,5.0000000,8.0000000,,,,,5,48,6,,,,,No,Well drained,76.0000000,221.0000000,366.0000000,,,,hillslopes,0.1600000,0.1600000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,2,e,,2,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Clayey, mixed, mesic Xeric Palehumults",Ultisols,Humults,Palehumults,Xeric Palehumults,clayey,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61656,20855721
29,359,73648037,45.530531576000001,-122.723938950000004,.,320.950500490000024,0.003832674600000,-0.000182978700000,25.685728073000000,206.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
30,360,73648884,45.530548003000000,-122.723947039999999,.,320.950500490000024,0.003832674600000,-0.000182978700000,25.685728073000000,206.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
31,361,73649028,45.531283395000003,-122.726950349999996,.,225.201950070000009,-0.002291136700000,-0.002710106800000,13.489841460999999,230.000000000000000,61775.0000000,,61775,,17E,"Goble silt loam, 30 to 60 percent slopes",,45.0000000,45.0000000,,82,82,None,None,0,5.5000000,10.5000000,19.8999996,22.3999996,Well drained,Well drained,C,,85,6,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,0,1.0000000,61775,,,85,,Goble,Series,Yes,,,30.0000000,45.0000000,60.0000000,,,,,4,56,5,,,,,No,Well drained,61.0000000,275.0000000,488.0000000,338,68,158,hillslopes,0.1600000,0.2300000,0.2300000,8.0000000,9.0000000,10.0000000,1524,1651,1778,,,,120,143,165,6,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial, mesic Andic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Andic Fragiumbrepts,medial,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61775,20854364
32,362,73651917,45.532310688000003,-122.728935669999998,.,229.228515619999996,-0.000523232400000,-0.000608573200000,10.764670371999999,241.000000000000000,61867.0000000,,61867,,7B,"Cascade silt loam, 3 to 8 percent slopes",,6.0000000,6.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,,,90,,Cascade,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,,,,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61867,20854384
